2025-08-24T00:03:55 | Node relationship removed | us_inflation->stagflation | type=INFLUENCES
2025-08-24T14:16:22 | Article replaced | fed_policy | old=9TW4DHMEN new=85Q95ZIZH
2025-08-24T14:16:30 | Triggered rewrite | fed_policy | new_article=85Q95ZIZH
2025-08-24T14:17:52 | Saved analysis | us_inflation | field "fundamental_analysis" len=5134
2025-08-24T14:18:05 | Saved analysis | fed_policy | field "fundamental_analysis" len=6860
2025-08-24T14:19:45 | Saved analysis | fed_policy | field "medium_analysis" len=4655
2025-08-24T14:20:00 | Saved analysis | us_inflation | field "medium_analysis" len=5475
2025-08-24T14:22:10 | Saved analysis | us_inflation | field "current_analysis" len=2885
2025-08-24T14:22:22 | Saved analysis | fed_policy | field "current_analysis" len=5771
2025-08-24T14:24:08 | Saved analysis | us_inflation | field "drivers" len=3814
2025-08-24T14:24:33 | Saved analysis | fed_policy | field "drivers" len=3068
2025-08-24T14:25:59 | Saved analysis | us_inflation | field "movers_scenarios" len=1111
2025-08-24T14:26:23 | Saved analysis | fed_policy | field "movers_scenarios" len=1553
2025-08-24T14:28:24 | Saved analysis | us_inflation | field "swing_trade_or_outlook" len=1527
2025-08-24T14:28:59 | Saved analysis | fed_policy | field "swing_trade_or_outlook" len=2711
2025-08-24T14:30:02 | Saved analysis | us_inflation | field "executive_summary" len=1195
2025-08-24T14:30:02 | Rewrite complete | us_inflation | total_chars=21141
2025-08-24T14:30:02 | Added article | YVQU6QCY4 | to existing topic us_inflation
2025-08-24T14:30:27 | Node relationship created | core_monthly_cpi->cpi_impact_on_treasuries | type=INFLUENCES
2025-08-24T14:30:27 | Replacement of article skipped | core_monthly_cpi | tf=fundamental cnt=2 < 5
2025-08-24T14:30:27 | Added article | YVQU6QCY4 | to existing topic core_monthly_cpi
2025-08-24T14:30:44 | Saved analysis | fed_policy | field "executive_summary" len=1651
2025-08-24T14:30:44 | Rewrite complete | fed_policy | total_chars=26269
2025-08-24T14:30:44 | Added article | 85Q95ZIZH | to existing topic fed_policy
2025-08-24T14:31:37 | Node relationship created | core_cpi->cpi_impact_on_treasuries | type=INFLUENCES
2025-08-24T14:31:37 | Replacement of article skipped | core_cpi | tf=fundamental cnt=3 < 5
2025-08-24T14:31:37 | Added article | YVQU6QCY4 | to existing topic core_cpi
2025-08-24T14:31:49 | Node relationship removed | us_inflation->core_monthly_cpi | type=INFLUENCES
2025-08-24T14:31:49 | Error | - | Relationship create error | us_inflation->us_inflation_and_stock_market_impact | type=INFLUENCES Error: Cannot create link: source or target node missing. Link: {'motivation': "US Inflation directly drives the macro narrative captured in the 'US Inflation and Stock Market Impact' node, which aggregates 
2025-08-24T14:32:07 | Node relationship created | us_inflation_data->us_inflation_impact_on_healthcare_stocks | type=INFLUENCES
2025-08-24T14:32:07 | Replacement of article skipped | us_inflation_impact_on_healthcare_stocks | tf=fundamental cnt=2 < 5
2025-08-24T14:32:07 | Added article | YVQU6QCY4 | to existing topic us_inflation_impact_on_healthcare_stocks
2025-08-24T14:32:25 | Node relationship created | us_inflation_stock_impact->usd | type=INFLUENCES
2025-08-24T14:32:25 | Replacement of article skipped | us_inflation_stock_impact | tf=fundamental cnt=2 < 5
2025-08-24T14:32:26 | Added article | YVQU6QCY4 | to existing topic us_inflation_stock_impact
2025-08-24T14:32:53 | Node relationship created | investment_risks->fed_policy | type=INFLUENCES
2025-08-24T14:33:01 | No replacement of article | investment_risks | new_article=YVQU6QCY4
2025-08-24T14:33:06 | Triggered rewrite | investment_risks | new_article=YVQU6QCY4
2025-08-24T14:34:36 | Node relationship removed | us_china_tariffs->us_india_tariffs | type=INFLUENCES
2025-08-24T14:34:37 | Node relationship created | us_china_tariffs->us_tariffs_semiconductors | type=INFLUENCES
2025-08-24T14:34:37 | Replacement of article skipped | us_china_tariffs | tf=current cnt=3 < 5
2025-08-24T14:34:37 | Added article | ZEO2LC4W9 | to existing topic us_china_tariffs
2025-08-24T14:35:27 | Node relationship removed | fed_policy->us_inflation_stock_impact | type=INFLUENCES
2025-08-24T14:35:28 | Node relationship created | fed_policy->cpi_impact_on_treasuries | type=INFLUENCES
2025-08-24T14:35:35 | Article replaced | fed_policy | old=H9WSBYP3D new=ZEO2LC4W9
2025-08-24T14:35:42 | Triggered rewrite | fed_policy | new_article=ZEO2LC4W9
2025-08-24T14:35:49 | Saved analysis | investment_risks | field "fundamental_analysis" len=3695
2025-08-24T14:37:07 | Node relationship created | north_korea_military_drills->nuclear_security_technology | type=INFLUENCES
2025-08-24T14:37:07 | Replacement of article skipped | north_korea_military_drills | tf=current cnt=1 < 5
2025-08-24T14:37:07 | Added article | Z7BY4NYD2 | to existing topic north_korea_military_drills
2025-08-24T14:37:28 | Saved analysis | fed_policy | field "fundamental_analysis" len=5776
2025-08-24T14:37:38 | Node relationship created | ukraine_geopolitics->ukraine_post_war_instability | type=INFLUENCES
2025-08-24T14:37:38 | Replacement of article skipped | ukraine_geopolitics | tf=current cnt=0 < 5
2025-08-24T14:37:38 | Added article | Z7BY4NYD2 | to existing topic ukraine_geopolitics
2025-08-24T14:38:12 | Node relationship created | ukraine_conflict->russian_sanctions | type=INFLUENCES
2025-08-24T14:38:12 | Replacement of article skipped | ukraine_conflict | tf=current cnt=0 < 5
2025-08-24T14:38:12 | Added article | Z7BY4NYD2 | to existing topic ukraine_conflict
2025-08-24T14:38:47 | Node relationship created | us_russia_relations->russian_sanctions | type=INFLUENCES
2025-08-24T14:38:47 | Replacement of article skipped | us_russia_relations | tf=current cnt=2 < 5
2025-08-24T14:38:48 | Added article | Z7BY4NYD2 | to existing topic us_russia_relations
2025-08-24T14:39:19 | Node relationship created | trump_putin_summit->russian_sanctions | type=INFLUENCES
2025-08-24T14:39:19 | Replacement of article skipped | trump_putin_summit | tf=current cnt=0 < 5
2025-08-24T14:39:19 | Added article | Z7BY4NYD2 | to existing topic trump_putin_summit
2025-08-24T14:39:26 | Saved analysis | fed_policy | field "medium_analysis" len=3831
2025-08-24T14:39:50 | Node relationship created | intel_ceo_lip_bu_tan->us_export_policy_ai_chips | type=INFLUENCES
2025-08-24T14:39:50 | Replacement of article skipped | intel_ceo_lip_bu_tan | tf=current cnt=0 < 5
2025-08-24T14:39:50 | Added article | Z7BY4NYD2 | to existing topic intel_ceo_lip_bu_tan
2025-08-24T14:40:34 | Node relationship created | palantir_aip->ml_cybersecurity | type=INFLUENCES
2025-08-24T14:40:34 | Replacement of article skipped | palantir_aip | tf=fundamental cnt=2 < 5
2025-08-24T14:40:34 | Added article | FSRLGZQO1 | to existing topic palantir_aip
2025-08-24T14:41:04 | Saved analysis | fed_policy | field "current_analysis" len=3893
2025-08-24T14:41:56 | No replacement of article | usd | new_article=NBX9RA9WX
2025-08-24T14:41:56 | Added article | NBX9RA9WX | to existing topic usd
2025-08-24T14:42:39 | Node relationship created | us_inflation_data->eurusd | type=INFLUENCES
2025-08-24T14:42:39 | Replacement of article skipped | eurusd | tf=current cnt=3 < 5
2025-08-24T14:42:39 | Added article | NBX9RA9WX | to existing topic eurusd
2025-08-24T14:42:56 | Saved analysis | fed_policy | field "drivers" len=2623
2025-08-24T14:43:21 | Node relationship removed | sp500->amd_data_center_growth | type=INFLUENCES
2025-08-24T14:43:21 | Node relationship created | copper->sp500 | type=INFLUENCES
2025-08-24T14:43:26 | No replacement of article | sp500 | new_article=NBX9RA9WX
2025-08-24T14:43:26 | Added article | NBX9RA9WX | to existing topic sp500
2025-08-24T14:43:42 | Relationship duplicate | ecb_policy->eurostoxx50 | type=INFLUENCES
2025-08-24T14:43:43 | Replacement of article skipped | eurostoxx50 | tf=current cnt=2 < 5
2025-08-24T14:43:43 | Added article | NBX9RA9WX | to existing topic eurostoxx50
2025-08-24T14:44:01 | Node relationship created | eu_geopolitics_ukraine->ukraine_conflict | type=INFLUENCES
2025-08-24T14:44:02 | Replacement of article skipped | eu_geopolitics_ukraine | tf=current cnt=1 < 5
2025-08-24T14:44:02 | Added article | NBX9RA9WX | to existing topic eu_geopolitics_ukraine
2025-08-24T14:44:12 | Saved analysis | fed_policy | field "movers_scenarios" len=1074
2025-08-24T14:44:42 | Node relationship removed | ukraine_geopolitical_security->ukraine_post_war_instability | type=INFLUENCES
2025-08-24T14:44:43 | Node relationship created | ukraine_geopolitical_security->ukraine_geopolitics | type=INFLUENCES
2025-08-24T14:44:43 | Replacement of article skipped | ukraine_geopolitical_security | tf=current cnt=4 < 5
2025-08-24T14:44:43 | Added article | NBX9RA9WX | to existing topic ukraine_geopolitical_security
2025-08-24T14:45:11 | Node relationship created | ukraine_conflict->ukraine_post_war_instability | type=INFLUENCES
2025-08-24T14:45:11 | Replacement of article skipped | ukraine_conflict | tf=current cnt=1 < 5
2025-08-24T14:45:11 | Added article | NBX9RA9WX | to existing topic ukraine_conflict
2025-08-24T14:45:40 | Node relationship created | russia_economic_crisis->oil | type=INFLUENCES
2025-08-24T14:45:40 | Replacement of article skipped | russia_economic_crisis | tf=current cnt=2 < 5
2025-08-24T14:45:40 | Added article | NBX9RA9WX | to existing topic russia_economic_crisis
2025-08-24T14:46:21 | Node relationship created | gold->30yr_tips_auction | type=INFLUENCES
2025-08-24T14:46:21 | Replacement of article skipped | gold | tf=current cnt=2 < 5
2025-08-24T14:46:21 | Added article | NBX9RA9WX | to existing topic gold
2025-08-24T14:46:36 | Saved analysis | fed_policy | field "swing_trade_or_outlook" len=1188
2025-08-24T14:47:01 | Node relationship removed | oil->wheat | type=INFLUENCES
2025-08-24T14:47:01 | Node relationship created | oil->russia_economic_crisis | type=INFLUENCES
2025-08-24T14:47:05 | No replacement of article | oil | new_article=NBX9RA9WX
2025-08-24T14:47:05 | Added article | NBX9RA9WX | to existing topic oil
2025-08-24T14:47:42 | Node relationship created | us_treasury_yields->us_inflation | type=INFLUENCES
2025-08-24T14:47:42 | Replacement of article skipped | us_treasury_yields | tf=current cnt=2 < 5
2025-08-24T14:47:42 | Added article | NBX9RA9WX | to existing topic us_treasury_yields
2025-08-24T14:48:31 | Saved analysis | fed_policy | field "executive_summary" len=1274
2025-08-24T14:48:32 | Rewrite complete | fed_policy | total_chars=19659
2025-08-24T14:48:32 | Added article | ZEO2LC4W9 | to existing topic fed_policy
2025-08-24T14:48:39 | Node relationship created | us_flooding_events->texas_flood_relief_legislation | type=INFLUENCES
2025-08-24T14:48:39 | Replacement of article skipped | us_flooding_events | tf=current cnt=1 < 5
2025-08-24T14:48:39 | Added article | T72EM6NOI | to existing topic us_flooding_events
2025-08-24T14:48:40 | Pipeline complete | pipeline | run complete
2025-08-24T14:48:41 | Retrieved articles | Apple OpenAI Antitrust Allegations | Retrieved 10 from API
2025-08-24T14:49:33 | Node relationship removed | us_10y->us_inflation_stock_impact | type=INFLUENCES
2025-08-24T14:49:34 | Node relationship created | us_10y->cpi_impact_on_treasuries | type=INFLUENCES
2025-08-24T14:49:39 | No replacement of article | us_10y | new_article=ZEO2LC4W9
2025-08-24T14:49:39 | Added article | ZEO2LC4W9 | to existing topic us_10y
2025-08-24T14:50:26 | Node relationship created | nvidia_ai_infrastructure->us_china_ai_chip_exports | type=INFLUENCES
2025-08-24T14:50:26 | Replacement of article skipped | nvidia_ai_infrastructure | tf=current cnt=1 < 5
2025-08-24T14:50:26 | Added article | ZEO2LC4W9 | to existing topic nvidia_ai_infrastructure
2025-08-24T14:51:17 | Node relationship created | us_chip_export_controls->ai_stock_underperformance | type=INFLUENCES
2025-08-24T14:51:17 | Replacement of article skipped | ai_stock_underperformance | tf=current cnt=1 < 5
2025-08-24T14:51:17 | Added article | ZEO2LC4W9 | to existing topic ai_stock_underperformance
2025-08-24T14:51:55 | Node relationship created | macro_risks_technology->technology_communications_sector | type=INFLUENCES
2025-08-24T14:51:55 | Replacement of article skipped | macro_risks_technology | tf=current cnt=1 < 5
2025-08-24T14:51:55 | Added article | ZEO2LC4W9 | to existing topic macro_risks_technology
2025-08-24T14:52:20 | Node relationship created | us_fiscal_outlook->fed_policy | type=INFLUENCES
2025-08-24T14:52:21 | Replacement of article skipped | us_fiscal_outlook | tf=current cnt=1 < 5
2025-08-24T14:52:21 | Added article | ZEO2LC4W9 | to existing topic us_fiscal_outlook
2025-08-24T14:53:01 | Node relationship removed | us_tariffs->china_us_tariff_truce | type=INFLUENCES
2025-08-24T14:53:01 | Node relationship created | us_tariffs->usd | type=INFLUENCES
2025-08-24T14:53:08 | Article replaced | us_tariffs | old=3T8AGCL7T new=ZEO2LC4W9
2025-08-24T14:53:18 | Triggered rewrite | us_tariffs | new_article=ZEO2LC4W9
2025-08-24T14:53:27 | Node relationship created | northrop_grumman->artemis_program | type=INFLUENCES
2025-08-24T14:53:27 | Replacement of article skipped | northrop_grumman | tf=current cnt=1 < 5
2025-08-24T14:53:28 | Added article | N2LL9C1D6 | to existing topic northrop_grumman
2025-08-24T14:55:16 | Saved analysis | us_tariffs | field "fundamental_analysis" len=5846
2025-08-24T14:56:27 | Node relationship created | trump_tariffs->us_tariffs_on_technology | type=INFLUENCES
2025-08-24T14:56:27 | Replacement of article skipped | trump_tariffs | tf=current cnt=2 < 5
2025-08-24T14:56:27 | Added article | S15934PBQ | to existing topic trump_tariffs
2025-08-24T14:57:20 | Node relationship removed | us_tariffs->usd | type=INFLUENCES
2025-08-24T14:57:20 | Node relationship created | us_tariffs->core_monthly_cpi | type=INFLUENCES
2025-08-24T14:57:21 | Saved analysis | us_tariffs | field "medium_analysis" len=6359
2025-08-24T14:57:28 | Article replaced | us_tariffs | old=ZEO2LC4W9 new=S15934PBQ
2025-08-24T14:57:34 | Triggered rewrite | us_tariffs | new_article=S15934PBQ
2025-08-24T14:59:36 | Saved analysis | us_tariffs | field "fundamental_analysis" len=4822
2025-08-24T14:59:37 | Saved analysis | us_tariffs | field "current_analysis" len=4614
2025-08-24T15:01:14 | Saved analysis | us_tariffs | field "drivers" len=3013
2025-08-24T15:01:38 | Saved analysis | us_tariffs | field "medium_analysis" len=3779
2025-08-24T15:03:05 | Saved analysis | us_tariffs | field "movers_scenarios" len=874
2025-08-24T15:03:56 | Saved analysis | us_tariffs | field "current_analysis" len=3052
2025-08-24T15:05:20 | Saved analysis | us_tariffs | field "swing_trade_or_outlook" len=1523
2025-08-24T15:05:33 | Saved analysis | us_tariffs | field "drivers" len=3755
2025-08-24T15:07:14 | Saved analysis | us_tariffs | field "executive_summary" len=1912
2025-08-24T15:07:14 | Rewrite complete | us_tariffs | total_chars=24141
2025-08-24T15:07:14 | Added article | ZEO2LC4W9 | to existing topic us_tariffs
2025-08-24T15:07:26 | Saved analysis | us_tariffs | field "movers_scenarios" len=1413
2025-08-24T15:07:48 | Node relationship created | equity_market_vs_economy->us_10y | type=INFLUENCES
2025-08-24T15:07:48 | Pipeline complete | pipeline | run complete
2025-08-24T15:07:50 | Retrieved articles | China AI Semiconductors | Retrieved 10 from API
2025-08-24T15:10:07 | Saved analysis | us_tariffs | field "swing_trade_or_outlook" len=1847
2025-08-24T15:11:02 | Node relationship removed | us_border_security->us_tariffs_pharmaceuticals_semiconductors | type=INFLUENCES
2025-08-24T15:11:02 | Node relationship created | us_border_security->us_visa_integrity_fee_2026 | type=INFLUENCES
2025-08-24T15:11:06 | No replacement of article | us_border_security | new_article=19Y00MQT5
2025-08-24T15:11:06 | Added article | 19Y00MQT5 | to existing topic us_border_security
2025-08-24T15:11:29 | Node relationship created | cvd_aerospace_defense->northrop_grumman | type=PEERS
2025-08-24T15:11:29 | Replacement of article skipped | cvd_aerospace_defense | tf=current cnt=1 < 5
2025-08-24T15:11:29 | Added article | 19Y00MQT5 | to existing topic cvd_aerospace_defense
2025-08-24T15:11:51 | Saved analysis | us_tariffs | field "executive_summary" len=1414
2025-08-24T15:11:52 | Rewrite complete | us_tariffs | total_chars=20082
2025-08-24T15:11:52 | Added article | S15934PBQ | to existing topic us_tariffs
2025-08-24T15:12:44 | Node relationship created | ai_generated_misinformation->vaccine_misinformation_impact | type=INFLUENCES
2025-08-24T15:12:44 | Replacement of article skipped | ai_generated_misinformation | tf=current cnt=1 < 5
