2025-09-03T00:01:55 | Node relationship removed | fed_policy->us_services_pmi | type=INFLUENCES
2025-09-03T06:42:00 | Node relationship removed | dxy->wti | type=CORRELATES_WITH
2025-09-03T06:42:00 | Node relationship created | dxy->ust30y | type=CORRELATES_WITH
2025-09-03T06:42:01 | Replacement of article skipped | dxy | no competing candidates in timeframe current
2025-09-03T06:42:01 | Added article | PUYYF2OKA | to existing topic dxy
2025-09-03T06:43:42 | Node relationship created | fed_rate_cut_sept17_2025->usdjpy | type=INFLUENCES
2025-09-03T06:43:42 | Replacement of article skipped | usdjpy | no competing candidates in timeframe current
2025-09-03T06:43:42 | Added article | PUYYF2OKA | to existing topic usdjpy
2025-09-03T06:45:36 | Node relationship removed | usdcny->cn_russia_gas_pipeline | type=INFLUENCES
2025-09-03T06:45:37 | Node relationship created | usdcny->wti | type=INFLUENCES
2025-09-03T06:45:37 | Replacement of article skipped | usdcny | tf=current cnt=3 < 5
2025-09-03T06:45:37 | Added article | PUYYF2OKA | to existing topic usdcny
2025-09-03T06:46:32 | Node relationship removed | gbpusd->us_inflation | type=CORRELATES_WITH
2025-09-03T06:46:32 | Node relationship created | gbpusd->ust2y | type=CORRELATES_WITH
2025-09-03T06:46:33 | Replacement of article skipped | gbpusd | no competing candidates in timeframe current
2025-09-03T06:46:33 | Added article | PUYYF2OKA | to existing topic gbpusd
2025-09-03T06:46:33 | Backfill added | PUYYF2OKA -> oil_price_decline | section=medium
2025-09-03T06:46:33 | Enrichment check | oil_price_decline | section=current
2025-09-03T06:46:33 | Enrichment summary | topic=oil_price_decline (Oil Price Decline) | 0 new fundamental articles, 1 new medium article, 0 new current articles
2025-09-03T06:46:33 | Pipeline complete | pipeline | run complete
2025-09-03T06:46:40 | Retrieved articles | GBP/USD | Retrieved 0 from API
2025-09-03T06:46:40 | Enrichment check | gbpusd | section=fundamental
2025-09-03T06:46:41 | Enrichment check | gbpusd | section=medium
2025-09-03T07:01:43 | Node relationship created | uk_30yr_gilt_yield->ust30y | type=INFLUENCES
2025-09-03T07:01:43 | Replacement of article skipped | uk_30yr_gilt_yield | tf=current cnt=3 < 5
2025-09-03T07:01:43 | Added article | 6P6V9JIN4 | to existing topic uk_30yr_gilt_yield
2025-09-03T07:01:43 | Backfill added | 6P6V9JIN4 -> gbpusd | section=medium
2025-09-03T07:01:43 | Enrichment check | gbpusd | section=current
2025-09-03T07:01:44 | Enrichment summary | topic=gbpusd (GBP/USD) | 0 new fundamental articles, 1 new medium article, 0 new current articles
2025-09-03T07:01:44 | Pipeline complete | pipeline | run complete
2025-09-03T07:01:51 | Retrieved articles | India Industrial Output | Retrieved 10 from API
2025-09-03T07:04:25 | Node relationship created | india_industrial_output->ust30y | type=INFLUENCES
2025-09-03T07:04:26 | Replacement of article skipped | india_industrial_output | tf=medium cnt=2 < 5
2025-09-03T07:04:26 | Added article | N0S6H0N09 | to existing topic india_industrial_output
2025-09-03T07:06:22 | Node relationship created | india_industrial_output->china_exports | type=INFLUENCES
2025-09-03T07:06:22 | Replacement of article skipped | india_industrial_output | no competing candidates in timeframe current
2025-09-03T07:06:22 | Added article | LTECO1SQE | to existing topic india_industrial_output
2025-09-03T07:08:30 | Node relationship created | us_sanctions_iranshipping->dxy | type=INFLUENCES
2025-09-03T07:08:30 | Replacement of article skipped | us_sanctions_iranshipping | tf=fundamental cnt=0 < 5
2025-09-03T07:08:31 | Added article | J70UQHE6W | to existing topic us_sanctions_iranshipping
2025-09-03T07:09:52 | Node relationship removed | china_credit_impulse->china_exports | type=INFLUENCES
2025-09-03T07:09:53 | Node relationship created | china_credit_impulse->oil_price_decline | type=INFLUENCES
2025-09-03T07:09:53 | Replacement of article skipped | china_credit_impulse | tf=fundamental cnt=1 < 5
2025-09-03T07:09:53 | Added article | J70UQHE6W | to existing topic china_credit_impulse
2025-09-03T07:10:42 | Node relationship removed | china_exports->brent | type=INFLUENCES
2025-09-03T07:10:42 | Node relationship created | china_exports->china_credit_impulse | type=INFLUENCES
2025-09-03T07:10:43 | Replacement of article skipped | china_exports | tf=fundamental cnt=3 < 5
2025-09-03T07:10:43 | Added article | J70UQHE6W | to existing topic china_exports
2025-09-03T07:12:23 | Node relationship removed | us_inflation->ust5y | type=INFLUENCES
2025-09-03T07:12:23 | Node relationship created | us_inflation->sx5e | type=INFLUENCES
2025-09-03T07:12:23 | Replacement of article skipped | us_inflation | no competing candidates in timeframe fundamental
2025-09-03T07:12:23 | Added article | AF2V7D6BE | to existing topic us_inflation
2025-09-03T07:13:15 | Node relationship removed | ust10y->us_unemployment_claims | type=INFLUENCES
2025-09-03T07:13:15 | Node relationship created | ust10y->fed_policy | type=INFLUENCES
2025-09-03T07:13:15 | Replacement of article skipped | ust10y | no competing candidates in timeframe fundamental
2025-09-03T07:13:15 | Added article | AF2V7D6BE | to existing topic ust10y
2025-09-03T07:15:16 | Node relationship removed | china_credit_impulse->copper | type=INFLUENCES
2025-09-03T07:15:16 | Node relationship created | china_credit_impulse->china_exports | type=INFLUENCES
2025-09-03T07:15:17 | Replacement of article skipped | china_credit_impulse | tf=fundamental cnt=1 < 5
2025-09-03T07:15:17 | Added article | A1MLJO5QJ | to existing topic china_credit_impulse
2025-09-03T07:16:44 | Node relationship removed | us_inflation->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T07:16:44 | Node relationship created | us_inflation->ust5y | type=INFLUENCES
2025-09-03T07:16:44 | Replacement of article skipped | us_inflation | no competing candidates in timeframe current
2025-09-03T07:16:44 | Added article | OKL8QD7J6 | to existing topic us_inflation
2025-09-03T07:18:12 | Node relationship removed | fed_policy->ust30y | type=INFLUENCES
2025-09-03T07:18:12 | Node relationship created | fed_policy->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T07:18:12 | Replacement of article skipped | fed_policy | no competing candidates in timeframe current
2025-09-03T07:18:12 | Added article | OKL8QD7J6 | to existing topic fed_policy
2025-09-03T07:18:12 | Error | - | find_influences_and_correlates skipped: Topic missing | topic_id=us_10y_treasury_yield Error: Failed to fetch node from Neo4j: Node with id 'us_10y_treasury_yield' not found.
2025-09-03T07:18:13 | Replacement of article skipped | us_10y_treasury_yield | tf=current cnt=0 < 5
2025-09-03T07:18:13 | Added article | OKL8QD7J6 | to existing topic us_10y_treasury_yield
2025-09-03T07:19:42 | Node relationship removed | dxy->brent | type=CORRELATES_WITH
2025-09-03T07:19:42 | Node relationship created | dxy->us_services_pmi | type=CORRELATES_WITH
2025-09-03T07:19:43 | Replacement of article skipped | dxy | no competing candidates in timeframe current
2025-09-03T07:19:43 | Added article | OKL8QD7J6 | to existing topic dxy
2025-09-03T07:19:43 | Enrichment check | india_industrial_output | section=fundamental
2025-09-03T07:22:38 | Enrichment check | india_industrial_output | section=medium
2025-09-03T07:22:39 | Enrichment check | india_industrial_output | section=current
2025-09-03T07:22:39 | Enrichment summary | topic=india_industrial_output (India Industrial Output) | 0 new fundamental articles, 0 new medium articles, 0 new current articles
2025-09-03T07:22:39 | Pipeline complete | pipeline | run complete
2025-09-03T07:22:45 | Retrieved articles | China gas imports from Russia via Power of Siberia 2 | Retrieved 0 from API
2025-09-03T07:22:45 | Enrichment check | cn_russia_gas_pipeline | section=fundamental
2025-09-03T07:22:45 | Enrichment check | cn_russia_gas_pipeline | section=medium
2025-09-03T07:25:22 | Node relationship created | china_pos2_pipeline->usdcny | type=INFLUENCES
2025-09-03T07:25:22 | Replacement of article skipped | china_pos2_pipeline | tf=fundamental cnt=2 < 5
2025-09-03T07:25:22 | Added article | 3SHOQHFS4 | to existing topic china_pos2_pipeline
2025-09-03T07:25:22 | Backfill added | 3SHOQHFS4 -> cn_russia_gas_pipeline | section=medium
2025-09-03T07:25:22 | Enrichment check | cn_russia_gas_pipeline | section=current
2025-09-03T07:26:50 | Enrichment summary | topic=cn_russia_gas_pipeline (China gas imports from Russia via Power of Siberia 2) | 0 new fundamental articles, 1 new medium article, 0 new current articles
2025-09-03T07:26:50 | Pipeline complete | pipeline | run complete
2025-09-03T07:26:52 | Retrieved articles | S&P 500 | Retrieved 10 from API
2025-09-03T07:31:24 | Node relationship removed | us_inflation->sx5e | type=INFLUENCES
2025-09-03T07:31:25 | Node relationship created | us_inflation->gold | type=INFLUENCES
2025-09-03T07:31:25 | Replacement of article skipped | us_inflation | no competing candidates in timeframe medium
2025-09-03T07:31:25 | Added article | 71GTLW61L | to existing topic us_inflation
2025-09-03T07:32:26 | Node relationship removed | fed_policy->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T07:32:26 | Node relationship created | fed_policy->ust30y | type=INFLUENCES
2025-09-03T07:32:26 | Replacement of article skipped | fed_policy | no competing candidates in timeframe medium
2025-09-03T07:32:27 | Added article | 71GTLW61L | to existing topic fed_policy
2025-09-03T07:33:59 | Relationship duplicate | spx->ust5y | type=INFLUENCES
2025-09-03T07:33:59 | Replacement of article skipped | spx | no competing candidates in timeframe current
2025-09-03T07:33:59 | Added article | 9D0PI5UUV | to existing topic spx
2025-09-03T07:35:05 | Enrichment check | spx | section=fundamental
2025-09-03T07:35:05 | Enrichment check | spx | section=medium
2025-09-03T07:35:05 | Enrichment check | spx | section=current
2025-09-03T07:35:05 | Enrichment summary | topic=spx (S&P 500) | 0 new fundamental articles, 0 new medium articles, 0 new current articles
2025-09-03T07:35:05 | Pipeline complete | pipeline | run complete
2025-09-03T07:35:12 | Retrieved articles | Euro Area Inflation | Retrieved 10 from API
2025-09-03T07:40:25 | Node relationship removed | ba->us_unemployment_claims | type=INFLUENCES
2025-09-03T07:40:25 | Node relationship created | wti->ba | type=INFLUENCES
2025-09-03T07:40:25 | Replacement of article skipped | ba | no competing candidates in timeframe medium
2025-09-03T07:40:25 | Added article | 4YLQKX10U | to existing topic ba
2025-09-03T07:40:41 | Enrichment check | euro_inflation | section=fundamental
2025-09-03T07:42:51 | Enrichment check | euro_inflation | section=medium
2025-09-03T07:42:51 | Enrichment check | euro_inflation | section=current
2025-09-03T07:43:23 | Enrichment summary | topic=euro_inflation (Euro Area Inflation) | 0 new fundamental articles, 0 new medium articles, 0 new current articles
2025-09-03T07:43:23 | Pipeline complete | pipeline | run complete
2025-09-03T07:43:29 | Retrieved articles | Fed Policy | Retrieved 4 from API
2025-09-03T07:45:40 | Topic rejected | name=Thailand Rate Cut | category=macro_driver | failure=relevance_gate_reject
2025-09-03T07:45:40 | Failed to create new topic for article | M0D1LM4J8 | to new topic None
2025-09-03T07:48:24 | Node relationship removed | fed_policy->us_unemployment_claims | type=INFLUENCES
2025-09-03T07:48:24 | Node relationship created | fed_policy->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T07:48:25 | Replacement of article skipped | fed_policy | no competing candidates in timeframe medium
2025-09-03T07:48:25 | Added article | OFBY5JNR1 | to existing topic fed_policy
2025-09-03T07:49:33 | Node relationship removed | us_inflation->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T07:49:34 | Node relationship created | us_inflation->copper | type=INFLUENCES
2025-09-03T07:49:34 | Replacement of article skipped | us_inflation | no competing candidates in timeframe medium
2025-09-03T07:49:34 | Added article | OFBY5JNR1 | to existing topic us_inflation
2025-09-03T07:50:40 | Node relationship removed | us_core_pce->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T07:50:40 | Node relationship created | us_core_pce->fed_policy | type=INFLUENCES
2025-09-03T07:50:41 | Replacement of article skipped | us_core_pce | no competing candidates in timeframe medium
2025-09-03T07:50:41 | Added article | OFBY5JNR1 | to existing topic us_core_pce
2025-09-03T07:51:18 | Node relationship removed | dxy->oil_price_decline | type=INFLUENCES
2025-09-03T07:51:18 | Node relationship created | dxy->copper | type=INFLUENCES
2025-09-03T07:51:18 | Replacement of article skipped | dxy | no competing candidates in timeframe medium
2025-09-03T07:51:19 | Added article | OFBY5JNR1 | to existing topic dxy
2025-09-03T07:52:21 | Node relationship removed | usdcny->gold | type=INFLUENCES
2025-09-03T07:52:22 | Node relationship created | us_services_pmi->usdcny | type=INFLUENCES
2025-09-03T07:52:22 | Replacement of article skipped | usdcny | tf=medium cnt=3 < 5
2025-09-03T07:52:22 | Added article | OFBY5JNR1 | to existing topic usdcny
2025-09-03T07:54:03 | Node relationship removed | fed_policy->usdjpy | type=INFLUENCES
2025-09-03T07:54:03 | Node relationship created | fed_policy->us_services_pmi | type=INFLUENCES
2025-09-03T07:54:03 | Replacement of article skipped | fed_policy | no competing candidates in timeframe medium
2025-09-03T07:54:03 | Added article | G8262EQ1N | to existing topic fed_policy
2025-09-03T07:55:25 | Node relationship removed | us_inflation->copper | type=INFLUENCES
2025-09-03T07:55:25 | Node relationship created | us_inflation->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T07:55:25 | Replacement of article skipped | us_inflation | no competing candidates in timeframe medium
2025-09-03T07:55:25 | Added article | G8262EQ1N | to existing topic us_inflation
2025-09-03T07:56:26 | Node relationship removed | us_services_pmi->usdcny | type=INFLUENCES
2025-09-03T07:56:26 | Node relationship created | us_services_pmi->us_unemployment_claims | type=INFLUENCES
2025-09-03T07:56:26 | Replacement of article skipped | us_services_pmi | no competing candidates in timeframe medium
2025-09-03T07:56:26 | Added article | G8262EQ1N | to existing topic us_services_pmi
2025-09-03T07:57:20 | Node relationship removed | us_unemployment_claims->ust30y | type=INFLUENCES
2025-09-03T07:57:21 | Node relationship created | us_unemployment_claims->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T07:57:21 | Replacement of article skipped | us_unemployment_claims | no competing candidates in timeframe medium
2025-09-03T07:57:21 | Added article | G8262EQ1N | to existing topic us_unemployment_claims
2025-09-03T07:58:51 | Node relationship removed | ust10y->fed_policy | type=INFLUENCES
2025-09-03T07:58:51 | Node relationship created | ust10y->uk_30yr_gilt_yield | type=INFLUENCES
2025-09-03T07:58:52 | Replacement of article skipped | ust10y | no competing candidates in timeframe medium
2025-09-03T07:58:52 | Added article | G8262EQ1N | to existing topic ust10y
2025-09-03T08:00:26 | Node relationship removed | ust2y->ust5y | type=INFLUENCES
2025-09-03T08:00:26 | Node relationship created | ust2y->usdcny | type=INFLUENCES
2025-09-03T08:00:27 | Replacement of article skipped | ust2y | no competing candidates in timeframe medium
2025-09-03T08:00:27 | Added article | G8262EQ1N | to existing topic ust2y
2025-09-03T08:01:15 | Node relationship removed | ust5y->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T08:01:15 | Node relationship created | ust5y->sx5e | type=INFLUENCES
2025-09-03T08:01:15 | Replacement of article skipped | ust5y | no competing candidates in timeframe medium
